幸せ,100
しあわせ,100
最高,70
嬉しい,50
うれしい,50
楽しい,30
たのしい,30
良かった,20
よかった,20
しんどい,-20
悲しい,-40
かなしい,-40
苦しい,-45
くるしい,-45
辛い,-50
つらい,-50
最悪,-80
死にたい,-100
